id_client,category,price,state_name,gender
200,Shoes,"131,44",not specified,unknown
201,Kids,"147,38",not specified,unknown
202,Industrial,"145,48",not specified,unknown
203,Jewelry,"14,46",not specified,unknown
204,Grocery,"129,2",not specified,unknown
205,Movies,"140,56",not specified,unknown
206,Automotive,"103,79",not specified,unknown
207,Baby,"22,7",not specified,unknown
208,Shoes,"33,57",not specified,unknown
209,Toys,"103,24",not specified,unknown
210,Jewelry,"105,43",not specified,unknown
211,Sports,"3,04",not specified,unknown
212,Games,"118,25",not specified,unknown
213,Automotive,"17,47",not specified,unknown
214,Electronics,"50,17",not specified,unknown
215,Jewelry,"145,37",not specified,unknown
216,Movies,"130,62",not specified,unknown
217,Jewelry,"41,55",not specified,unknown
218,Grocery,"10,59",not specified,unknown
219,Sports,"143,34",not specified,unknown
220,Computers,"109,29",not specified,unknown
221,Garden,"118,94",not specified,unknown
222,Kids,"51,39",not specified,unknown
223,Kids,"99,74",not specified,unknown
224,Clothing,"121,61",not specified,unknown
225,Games,"39,03",not specified,unknown
226,Kids,"42,28",not specified,unknown
227,Computers,"56,59",not specified,unknown
228,Kids,"21,39",not specified,unknown
229,Tools,"12,09",not specified,unknown
230,Automotive,"22,49",not specified,unknown
231,Tools,"65,05",not specified,unknown
232,Kids,"88,78",not specified,unknown
233,Automotive,"85,21",not specified,unknown
234,Books,"42,98",not specified,unknown
235,Kids,"44,04",not specified,unknown
236,Tools,"28,33",not specified,unknown
237,Electronics,"68,68",not specified,unknown
238,Shoes,"35,83",not specified,unknown
130,Kids,"128,6",FL,Female
131,Shoes,"111,91",AR,Female
132,Industrial,"119,73",CT,Male
133,Clothing,"113,71",DC,Female
134,Outdoors,"101,06",VA,Female
135,Shoes,"42,24",VA,Male
136,Jewelry,"93,71",FL,Polygender
137,Sports,"66,49",IN,Agender
138,Kids,"34,86",OR,Male
139,Sports,"138,76",MA,Female
140,Sports,"4,31",PA,Female
141,Industrial,"143,93",OH,Male
142,Sports,"44,99",TX,Male
143,Shoes,"27,43",CA,Female
144,Industrial,"78,48",UT,Male
145,Electronics,"43,57",NJ,Female
146,Automotive,"66,52",FL,Male
147,Movies,"23,51",MA,Female
148,Jewelry,"5,12",ID,Female
149,Movies,"4,9",TX,Female
150,Games,"102,57",DC,Male
151,Shoes,"112,89",KS,Male
152,Home,"91,84",HI,Female
153,Beauty,"88,43",TN,Male
154,Beauty,"47,89",NJ,Male
155,Tools,"60,42",DC,Male
156,Beauty,"134,75",FL,Male
157,Outdoors,"117,02",TX,Female
158,Automotive,136,IL,Genderfluid
159,Grocery,"115,03",PA,Female
160,Computers,"64,25",IL,Female
161,Industrial,"1,86",NC,Male
162,Books,"93,91",DC,Female
17,Industrial,"27,87",VA,Female
18,Automotive,"116,19",OH,Female
19,Computers,"3,72",MD,Male
20,Kids,"36,02",LA,Genderfluid
21,Outdoors,"31,34",LA,Female
22,Home,"72,98",LA,Female
23,Sports,"72,91",FL,Female
24,Beauty,"76,3",GA,Female
25,Music,"97,94",LA,Male
26,Music,"77,58",LA,Female
27,Baby,"129,78",TX,Male
28,Electronics,"64,54",MI,Female
29,Tools,"108,82",MI,Male
30,Health,"51,88",OH,Female
31,Toys,"68,69",NE,Male
32,Kids,"68,66",CA,Male
33,Industrial,"80,97",FL,Male
34,Industrial,"24,8",WA,Male
35,Movies,"67,89",VA,Male
36,Industrial,"55,46",TX,Male
37,Home,"36,27",ND,Genderqueer
38,Clothing,"83,07",PA,Male
39,Home,"112,25",MA,Female
40,Sports,139,OR,Female
41,Beauty,"85,16",MS,Male
42,Automotive,"84,32",CA,Female
43,Shoes,"35,57",TX,Male
44,Home,29,CA,Non-binary
45,Automotive,"4,34",FL,Female
46,Garden,"132,73",PA,Female
47,Home,"78,99",AZ,Female
48,Grocery,"51,27",MS,Genderfluid
49,Sports,"18,23",NY,Male
50,Jewelry,"128,95",NV,Male
51,Garden,"53,74",NY,Female
52,Computers,"66,4",OR,Female
53,Games,"17,67",DC,Polygender
54,Industrial,"13,38",WV,Agender
55,Baby,"41,92",TX,Female
56,Home,"40,89",MO,Male
57,Computers,"113,68",MA,Non-binary
58,Music,"57,67",NV,Female
59,Tools,"114,58",NY,Female
60,Garden,"41,34",CA,Male
61,Games,"7,24",CA,Female
62,Grocery,"119,74",CA,Male
63,Garden,"9,11",AR,Female
64,Jewelry,"142,25",SD,Female
65,Grocery,"78,53",CA,Male
66,Music,"63,78",LA,Male
67,Grocery,"108,03",KY,Male
68,Beauty,"69,2",OR,Bigender
69,Outdoors,"115,34",CA,Female
70,Baby,"22,68",PA,Male
71,Music,"125,82",CA,Female
72,Jewelry,"41,3",TX,Female
73,Health,"34,88",DC,Genderfluid
74,Jewelry,"11,45",NE,Male
75,Beauty,"91,49",LA,Female
76,Health,"19,59",TX,Male
77,Garden,"94,58",CT,Female
78,Computers,"140,9",DC,Female
79,Clothing,"32,87",FL,Female
100,Kids,"54,37",AL,Agender
101,Computers,"101,07",CA,Female
102,Kids,"101,98",NY,Male
103,Electronics,"92,96",NY,Male
104,Grocery,"87,1",MN,Male
105,Movies,"102,59",TX,Female
106,Health,"77,19",IN,Male
107,Tools,"16,65",WA,Male
108,Kids,"56,68",NC,Female
109,Electronics,"57,1",OH,Male
110,Tools,"77,33",TX,Genderfluid
111,Clothing,"136,63",VA,Female
112,Games,28,TX,Genderqueer
113,Toys,"115,39",DC,Male
114,Jewelry,"45,94",IN,Female
115,Beauty,"73,73",AZ,Female
116,Music,"31,92",CA,Non-binary
117,Beauty,"118,85",GA,Female
118,Shoes,"91,23",IL,Male
119,Jewelry,"129,51",NC,Male
120,Baby,"24,97",NY,Male
121,Clothing,"145,64",OH,Female
122,Clothing,"46,16",KS,Female
123,Books,"39,03",VA,Male
124,Health,"142,63",DC,Female
360,Games,"21,32",not specified,unknown
361,Grocery,"87,23",not specified,unknown
362,Clothing,"40,75",not specified,unknown
363,Jewelry,"44,32",not specified,unknown
364,Kids,"120,42",not specified,unknown
365,Grocery,"24,31",not specified,unknown
366,Tools,"111,53",not specified,unknown
367,Computers,"84,57",not specified,unknown
